date,fiscal_year,fiscal_quarter,entity,row_type,gl_account,category,department,revenue,cogs,opex,amount,budget_revenue,budget_opex
2023-07-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6949-PRO,Professional Services,Consolidated,0,0,,1826.14,,
2023-07-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6810-TRA,Travel,Consolidated,0,0,,1646.50,,
2023-07-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6373-DEP,Depreciation,Consolidated,0,0,,2492.38,,
2023-07-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6129-OTH,Other Operating,Consolidated,0,0,,1712.27,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,133657.48,33216.01,86923.98,,139202.70,87769.03
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6284-PAY,Payroll & Benefits,Consolidated,0,0,,50814.42,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6379-SAL,Sales & Marketing,Consolidated,0,0,,14566.74,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6819-RES,Research & Development,Consolidated,0,0,,6546.89,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6880-CLO,Cloud Infrastructure,Consolidated,0,0,,3775.06,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6416-G&A,G&A,Consolidated,0,0,,3267.71,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6447-PRO,Professional Services,Consolidated,0,0,,2238.95,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6459-TRA,Travel,Consolidated,0,0,,1750.70,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6106-DEP,Depreciation,Consolidated,0,0,,2073.00,,
2023-08-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6285-OTH,Other Operating,Consolidated,0,0,,1890.51,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,134138.15,33434.95,90466.01,,137607.62,93882.23
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6990-PAY,Payroll & Benefits,Consolidated,0,0,,51090.18,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6246-SAL,Sales & Marketing,Consolidated,0,0,,15906.37,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6679-RES,Research & Development,Consolidated,0,0,,7531.60,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6773-CLO,Cloud Infrastructure,Consolidated,0,0,,4986.55,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6510-G&A,G&A,Consolidated,0,0,,3113.83,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6171-PRO,Professional Services,Consolidated,0,0,,1788.52,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6245-TRA,Travel,Consolidated,0,0,,1447.06,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6858-DEP,Depreciation,Consolidated,0,0,,2510.79,,
2023-09-01,2023,2023-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6748-OTH,Other Operating,Consolidated,0,0,,2091.11,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,137643.57,33235.60,93155.81,,142737.43,93800.33
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6131-PAY,Payroll & Benefits,Consolidated,0,0,,52184.79,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6193-SAL,Sales & Marketing,Consolidated,0,0,,17980.73,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6864-RES,Research & Development,Consolidated,0,0,,7629.03,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6643-CLO,Cloud Infrastructure,Consolidated,0,0,,4716.70,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6320-G&A,G&A,Consolidated,0,0,,3406.12,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6485-PRO,Professional Services,Consolidated,0,0,,1758.37,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6529-TRA,Travel,Consolidated,0,0,,1337.12,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6564-DEP,Depreciation,Consolidated,0,0,,2326.45,,
2023-10-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6449-OTH,Other Operating,Consolidated,0,0,,1816.50,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,142035.82,35335.27,96608.28,,149391.35,99208.11
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6261-PAY,Payroll & Benefits,Consolidated,0,0,,55164.14,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6478-SAL,Sales & Marketing,Consolidated,0,0,,14314.55,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6419-RES,Research & Development,Consolidated,0,0,,8893.31,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6838-CLO,Cloud Infrastructure,Consolidated,0,0,,4794.69,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6432-G&A,G&A,Consolidated,0,0,,3802.27,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6895-PRO,Professional Services,Consolidated,0,0,,3043.46,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6681-TRA,Travel,Consolidated,0,0,,1390.77,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6710-DEP,Depreciation,Consolidated,0,0,,2518.28,,
2023-11-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6186-OTH,Other Operating,Consolidated,0,0,,2686.81,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,146464.68,35197.02,94827.76,,151310.45,95066.18
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6153-PAY,Payroll & Benefits,Consolidated,0,0,,54780.97,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6259-SAL,Sales & Marketing,Consolidated,0,0,,15394.19,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6261-RES,Research & Development,Consolidated,0,0,,8413.68,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6872-CLO,Cloud Infrastructure,Consolidated,0,0,,4140.51,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6732-G&A,G&A,Consolidated,0,0,,3799.32,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6150-PRO,Professional Services,Consolidated,0,0,,2584.21,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6790-TRA,Travel,Consolidated,0,0,,1195.53,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6183-DEP,Depreciation,Consolidated,0,0,,2855.95,,
2023-12-01,2023,2023-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6378-OTH,Other Operating,Consolidated,0,0,,1663.40,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,146053.11,36292.20,97139.18,,152051.04,98297.78
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6553-PAY,Payroll & Benefits,Consolidated,0,0,,52807.34,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6777-SAL,Sales & Marketing,Consolidated,0,0,,20166.54,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6534-RES,Research & Development,Consolidated,0,0,,7227.36,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6597-CLO,Cloud Infrastructure,Consolidated,0,0,,4189.71,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6721-G&A,G&A,Consolidated,0,0,,4611.31,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6552-PRO,Professional Services,Consolidated,0,0,,1811.44,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6524-TRA,Travel,Consolidated,0,0,,1195.62,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6379-DEP,Depreciation,Consolidated,0,0,,2443.61,,
2024-01-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6320-OTH,Other Operating,Consolidated,0,0,,2686.25,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,144202.27,35974.17,95375.21,,150623.70,98366.38
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6873-PAY,Payroll & Benefits,Consolidated,0,0,,56086.26,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6624-SAL,Sales & Marketing,Consolidated,0,0,,15043.75,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6216-RES,Research & Development,Consolidated,0,0,,6563.16,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6453-CLO,Cloud Infrastructure,Consolidated,0,0,,4487.51,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6540-G&A,G&A,Consolidated,0,0,,4149.20,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6213-PRO,Professional Services,Consolidated,0,0,,3112.13,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6390-TRA,Travel,Consolidated,0,0,,1496.81,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6794-DEP,Depreciation,Consolidated,0,0,,2884.78,,
2024-02-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6794-OTH,Other Operating,Consolidated,0,0,,1551.61,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,146729.53,35063.28,95563.51,,149489.05,98056.51
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6707-PAY,Payroll & Benefits,Consolidated,0,0,,55673.04,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6598-SAL,Sales & Marketing,Consolidated,0,0,,14747.21,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6639-RES,Research & Development,Consolidated,0,0,,7835.53,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6783-CLO,Cloud Infrastructure,Consolidated,0,0,,4827.70,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6415-G&A,G&A,Consolidated,0,0,,3864.16,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6146-PRO,Professional Services,Consolidated,0,0,,2292.19,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6325-TRA,Travel,Consolidated,0,0,,1958.76,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6504-DEP,Depreciation,Consolidated,0,0,,2673.14,,
2024-03-01,2024,2024-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6713-OTH,Other Operating,Consolidated,0,0,,1691.78,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,148053.40,35416.34,98333.76,,155440.02,100007.10
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6156-PAY,Payroll & Benefits,Consolidated,0,0,,57215.08,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6107-SAL,Sales & Marketing,Consolidated,0,0,,16249.53,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6309-RES,Research & Development,Consolidated,0,0,,8038.44,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6408-CLO,Cloud Infrastructure,Consolidated,0,0,,5049.11,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6316-G&A,G&A,Consolidated,0,0,,3818.28,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6885-PRO,Professional Services,Consolidated,0,0,,1819.13,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6240-TRA,Travel,Consolidated,0,0,,1940.35,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6882-DEP,Depreciation,Consolidated,0,0,,2409.26,,
2024-04-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6361-OTH,Other Operating,Consolidated,0,0,,1794.58,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,148481.89,36681.36,99870.44,,153125.69,103595.29
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6396-PAY,Payroll & Benefits,Consolidated,0,0,,55639.82,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6435-SAL,Sales & Marketing,Consolidated,0,0,,19557.64,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6222-RES,Research & Development,Consolidated,0,0,,6958.02,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6107-CLO,Cloud Infrastructure,Consolidated,0,0,,4486.52,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6609-G&A,G&A,Consolidated,0,0,,4293.78,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6864-PRO,Professional Services,Consolidated,0,0,,2236.44,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6540-TRA,Travel,Consolidated,0,0,,1705.96,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6279-DEP,Depreciation,Consolidated,0,0,,2719.12,,
2024-05-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6232-OTH,Other Operating,Consolidated,0,0,,2273.14,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,150006.92,36103.90,101864.21,,153774.10,105470.30
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6489-PAY,Payroll & Benefits,Consolidated,0,0,,57326.37,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6645-SAL,Sales & Marketing,Consolidated,0,0,,16659.77,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6820-RES,Research & Development,Consolidated,0,0,,8519.15,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6335-CLO,Cloud Infrastructure,Consolidated,0,0,,5340.56,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6612-G&A,G&A,Consolidated,0,0,,4195.38,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6672-PRO,Professional Services,Consolidated,0,0,,3270.92,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6953-TRA,Travel,Consolidated,0,0,,1949.46,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6784-DEP,Depreciation,Consolidated,0,0,,2561.18,,
2024-06-01,2024,2024-Q2,NovaStack Analytics Inc.,OPEX_DETAIL,6925-OTH,Other Operating,Consolidated,0,0,,2041.42,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,151507.43,37054.41,98971.09,,153428.61,99709.40
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6462-PAY,Payroll & Benefits,Consolidated,0,0,,56544.70,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6173-SAL,Sales & Marketing,Consolidated,0,0,,16268.04,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6506-RES,Research & Development,Consolidated,0,0,,6973.51,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6982-CLO,Cloud Infrastructure,Consolidated,0,0,,5667.99,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6859-G&A,G&A,Consolidated,0,0,,4056.96,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6143-PRO,Professional Services,Consolidated,0,0,,3063.66,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6546-TRA,Travel,Consolidated,0,0,,1576.32,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6119-DEP,Depreciation,Consolidated,0,0,,2351.18,,
2024-07-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6570-OTH,Other Operating,Consolidated,0,0,,2468.73,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,153150.31,38397.70,102475.56,,156708.34,102891.55
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6179-PAY,Payroll & Benefits,Consolidated,0,0,,56500.30,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6982-SAL,Sales & Marketing,Consolidated,0,0,,18920.34,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6420-RES,Research & Development,Consolidated,0,0,,8205.27,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6689-CLO,Cloud Infrastructure,Consolidated,0,0,,5159.07,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6539-G&A,G&A,Consolidated,0,0,,3461.55,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6687-PRO,Professional Services,Consolidated,0,0,,3308.21,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6514-TRA,Travel,Consolidated,0,0,,1316.39,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6826-DEP,Depreciation,Consolidated,0,0,,3114.95,,
2024-08-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6755-OTH,Other Operating,Consolidated,0,0,,2489.48,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,157719.36,38539.74,111724.11,,166460.26,116341.84
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6527-PAY,Payroll & Benefits,Consolidated,0,0,,60031.39,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6396-SAL,Sales & Marketing,Consolidated,0,0,,21600.68,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6217-RES,Research & Development,Consolidated,0,0,,9582.49,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6514-CLO,Cloud Infrastructure,Consolidated,0,0,,5401.98,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6121-G&A,G&A,Consolidated,0,0,,4512.64,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6432-PRO,Professional Services,Consolidated,0,0,,3365.21,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6275-TRA,Travel,Consolidated,0,0,,1664.07,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6920-DEP,Depreciation,Consolidated,0,0,,2967.01,,
2024-09-01,2024,2024-Q3,NovaStack Analytics Inc.,OPEX_DETAIL,6732-OTH,Other Operating,Consolidated,0,0,,2598.64,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,159908.59,38667.73,108169.82,,168387.88,111345.27
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6571-PAY,Payroll & Benefits,Consolidated,0,0,,60157.52,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6951-SAL,Sales & Marketing,Consolidated,0,0,,18790.92,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6806-RES,Research & Development,Consolidated,0,0,,9108.51,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6470-CLO,Cloud Infrastructure,Consolidated,0,0,,5899.70,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6190-G&A,G&A,Consolidated,0,0,,4692.57,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6547-PRO,Professional Services,Consolidated,0,0,,2884.29,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6964-TRA,Travel,Consolidated,0,0,,1304.08,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6208-DEP,Depreciation,Consolidated,0,0,,2654.88,,
2024-10-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6349-OTH,Other Operating,Consolidated,0,0,,2677.35,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,162985.92,40126.26,108946.83,,166964.55,114095.62
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6546-PAY,Payroll & Benefits,Consolidated,0,0,,61778.76,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6703-SAL,Sales & Marketing,Consolidated,0,0,,19504.37,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6510-RES,Research & Development,Consolidated,0,0,,7631.79,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6636-CLO,Cloud Infrastructure,Consolidated,0,0,,5130.73,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6180-G&A,G&A,Consolidated,0,0,,4128.94,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6505-PRO,Professional Services,Consolidated,0,0,,3048.05,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6991-TRA,Travel,Consolidated,0,0,,2142.68,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6417-DEP,Depreciation,Consolidated,0,0,,2821.06,,
2024-11-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6863-OTH,Other Operating,Consolidated,0,0,,2760.45,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,166790.38,41726.14,107666.04,,170860.31,112407.90
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6447-PAY,Payroll & Benefits,Consolidated,0,0,,62356.13,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6326-SAL,Sales & Marketing,Consolidated,0,0,,17040.67,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6441-RES,Research & Development,Consolidated,0,0,,9234.98,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6897-CLO,Cloud Infrastructure,Consolidated,0,0,,5708.62,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6272-G&A,G&A,Consolidated,0,0,,4500.83,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6178-PRO,Professional Services,Consolidated,0,0,,2738.77,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6622-TRA,Travel,Consolidated,0,0,,1385.97,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6748-DEP,Depreciation,Consolidated,0,0,,2813.65,,
2024-12-01,2024,2024-Q4,NovaStack Analytics Inc.,OPEX_DETAIL,6216-OTH,Other Operating,Consolidated,0,0,,1886.42,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,170717.76,42812.77,114331.30,,174505.40,117482.64
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6643-PAY,Payroll & Benefits,Consolidated,0,0,,63821.71,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6622-SAL,Sales & Marketing,Consolidated,0,0,,17873.92,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6298-RES,Research & Development,Consolidated,0,0,,10523.53,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6894-CLO,Cloud Infrastructure,Consolidated,0,0,,5630.91,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6457-G&A,G&A,Consolidated,0,0,,4979.16,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6459-PRO,Professional Services,Consolidated,0,0,,2917.35,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6844-TRA,Travel,Consolidated,0,0,,1645.81,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6938-DEP,Depreciation,Consolidated,0,0,,3558.28,,
2025-01-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6760-OTH,Other Operating,Consolidated,0,0,,3380.63,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,PL_SUMMARY,4000-REV,,Consolidated,169068.64,40870.72,114343.46,,177208.22,116500.04
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6934-PAY,Payroll & Benefits,Consolidated,0,0,,60877.72,,
2025-02-01,2025,2025-Q1,NovaStack Analytics Inc.,OPEX_DETAIL,6251-SAL,Sales & Marketing,Consolidated,0,0,,21816.96,,
